"JSDu, surgical_case_durations NO_ADDED_NOISE    sigma    0",1050.0627579514935,1191.7827248879653,1012.3462489414,1091.2274368762144,1192.7260205393025,1191.9801699720688,1107.789196327341,1073.3089343426757,1091.3289948265403,1144.478646441075,1108.7638197792496,1158.410777171961
"JSDu, LBP RA NO_ADDED_NOISE    sigma    0",145.12501418928304,127.06787930584179,117.53435380463044,151.22904888997192,147.20040499825453,129.1710724645496,140.70662022172397,141.88140267280346,128.34211781038434,133.29035882384323,139.41480879768022,136.5533894604023
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=4    sigma    0",1855.5258146702479,1672.9099230690028,1634.3009217370295,1582.9777856121377,1623.3054135912344,1679.0594205205098,1659.9109101740708,1714.256840763746,1598.22578058523,1557.2013109353097,1699.9661478837688,1641.823986956452
"JSDu, LBP RA NO_ADDED_NOISE SD=4    sigma    0",144.28859056740583,168.98791274150716,146.13246506894106,144.57847147456027,131.83422384678028,159.8638229721232,155.8379935743089,147.18427186816996,156.16311945660937,164.11903160457115,146.38020275425595,115.71618076542856
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=100    sigma    0",1265.2620111761091,1225.8540276187891,1294.1029495928556,1359.1547952375374,1255.0283219208447,1298.2872622668763,1283.9089624467108,1243.4136898225934,1290.266721559402,1270.9736170444576,1278.374593557327,1334.232644299299
"JSDu, LBP RA NO_ADDED_NOISE SD=100    sigma    0",157.3551974450875,136.02720160300234,182.33602075227338,122.58423063078973,115.70427691007129,115.4207988943999,125.36302019524378,125.42406544513901,115.94524811701953,122.36220258679083,116.12724147511712,132.1502333367672
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE    sigma    0",1465.7165489297004,1399.0876513436378,1413.9012746589779,1496.663870687462,1421.9016469176108,1455.6466885916484,1395.498148811689,1512.2078526669773,1444.1089479656614,1583.0586710532157,1402.6996928506412,1513.8806782534402
"Wassersteinu, LBP RA NO_ADDED_NOISE    sigma    0",636.6447234422338,480.91301095758024,548.78023226324,650.1085132091771,591.6391629945234,559.3875834040442,610.6376220652073,587.8522084210574,521.9724764372997,509.0150653769564,476.29786155032195,492.6168382197475
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE SD=4    sigma    0",1754.796777467831,1880.1613743428354,1763.3087734555156,1906.2253383857503,1710.6186308025824,1788.3157506168432,1944.6514311228805,1889.0752138648868,1752.5537918848752,1826.482232174227,1883.212440344285,1837.7268542015606
"Wassersteinu, LBP RA NO_ADDED_NOISE SD=4    sigma    0",700.1139135427759,668.5828725078618,852.1948316307593,781.4363805362628,924.4434489909858,649.6136844672777,782.4063437295349,809.0862907333269,983.6039369332979,922.8079949237482,869.137128205414,949.2161263342331
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE SD=100    sigma    0",1437.8269451630147,1537.2678494087575,1509.1958726208,1529.137662450736,1520.7312317357841,1532.2188467858066,1476.8036087817761,1513.436217571526,1546.7899194068866,1625.78190899332,1493.2834073084493,1542.1902880824755
"Wassersteinu, LBP RA NO_ADDED_NOISE SD=100    sigma    0",302.67372675672635,284.6792216868401,276.9441595652865,324.61017476960063,300.91848012316177,319.12867454789597,359.04130982675287,331.90471799551904,277.0361193140558,314.2965052360124,311.49116862920005,324.8709668907634
"JSD, surgical_case_durations    sigma    0.005",880.979375447574,841.216293687831,907.291319736079,771.6837350383084,728.705718921711,716.2432633281561,759.1560530730903,877.3781339205769,905.1637273095002,821.5694972541731,755.3309809751005,829.8465540036628
"JSD, surgical_case_durations    sigma    0.01",968.433154678847,941.1063202240528,970.8173373705176,905.7767647476793,907.0360714482338,966.0758035327292,849.5014658538257,947.2813131474901,796.5471715507117,971.1045264140131,956.2643121512377,809.7658440802242
"JSD, surgical_case_durations    sigma    0.02",1147.5500577448051,1073.7564122704068,1364.7729671865745,1102.3637130825273,1213.7273988608233,1141.226338498303,1244.5292760708046,1236.9041028898632,1077.915828467493,1220.4451476915915,1140.314364399841,1105.7609027890321
"JSD, surgical_case_durations    sigma    0.05",1745.169569863269,1782.0390041454611,1719.8148912955685,1702.5092623585456,1954.4044142835326,1855.2962829272233,1622.1802448224885,1614.5624934247305,1759.5205528897673,1703.5932460942395,1737.652987742671,1833.962608197724
"JSD, surgical_case_durations    sigma    0.1",1896.7657817270467,2058.2942117366356,1910.1427866391653,1952.4558617107236,2024.1972521884327,1886.8938290356186,1861.798185824973,1744.7314285055008,2063.6446822929774,1984.9843288035224,1966.7905278172905,1924.0302430744885
"JSD, surgical_case_durations    sigma    0.2",2043.194190366214,2129.2186049874217,2063.823809050926,2128.5541377276463,1978.8947986766805,2194.3770323731446,2270.4884220992185,1988.361499444092,2102.3389028991432,2128.3007484489326,2016.6702686504573,2048.6031951983855
"JSD, surgical_case_durations    missing_entry    0.001",1020.6701902324695,1053.1947733989293,1039.0154746320145,1025.8397698565004,1045.7486314169855,1016.6602214927842,1109.9679088888495,1045.2795140949693,1030.0402982820335,989.3886131889644,1068.1519686992544,1006.6849062869177
"JSD, surgical_case_durations    missing_entry    0.005",1149.3693606655656,1077.2987324149412,1168.3898487003473,978.3883472168559,1158.3569032926732,1128.7873897928291,1066.2170533165022,964.1186205821814,1046.7027391694394,1020.2235236928759,981.9592047914276,1197.122211568478
"JSD, surgical_case_durations    missing_entry    0.01",1037.7566852497653,1037.6578031296422,1088.3504858539882,1086.975545668661,1034.7999595495671,1148.8008441873976,1103.2642496145197,1067.0482145459123,1098.3696255297064,1054.1387373650568,1097.8475187521972,1075.8594148205318
