"JSD, SD=100    labeled_data_percentage    0.5",5537.934731812238
"JSD, SD=100    labeled_data_percentage    0.25",5543.409695385548
"JSD, SD=100    labeled_data_percentage    0.125",5544.477774213671
"JSD, SD=100    labeled_data_percentage    0.05",5546.3438938267855
"JSD, SD=100    labeled_data_percentage    0.01",5543.676938356764
"JSD, SD=100    gaussian_noise_sigma    lambda SD, 0.01",5544.566353798113
"JSD, SD=100    gaussian_noise_sigma    lambda SD, 0.02",5542.154170026373
"JSD, SD=100    gaussian_noise_sigma    lambda SD, 0.05",5538.933119480549
"JSD, SD=100    gaussian_noise_sigma    lambda SD, 0.1",5541.565530389027
"JSD, SD=100    gaussian_noise_sigma    lambda SD, 0.2",5545.431274900351
"JSD, SD=100    gaussian_noise_sigma    lambda SD, (0.01 over SD) cdot 100",5545.7926064243675
"JSD, SD=100    gaussian_noise_sigma    lambda SD, (0.02 over SD) cdot 100",5542.777292182198
"JSD, SD=100    gaussian_noise_sigma    lambda SD, (0.05 over SD) cdot 100",5541.5915919023555
"JSD, SD=100    gaussian_noise_sigma    lambda SD, (0.1 over SD) cdot 100",5540.778682076128
"JSD, SD=100    gaussian_noise_sigma    lambda SD, (0.2 over SD) cdot 100",5546.917210758673
"JSD, SD=100    missing_entry    0.001",19.951137138656925
"JSD, SD=100    missing_entry    0.005",99.75568569328463
"JSD, SD=100    missing_entry    0.01",199.51137138656924
"JSD, SD=100    missing_entry    0.05",997.5568569328464
"JSD, SD=100    missing_entry    0.1",1995.1137138656927
"JSD, SD=100    missing_entry    0.5",9975.568569328463
"JSD, SD=100    missing_entry_combined    0.001",5560.875180393758
"JSD, SD=100    missing_entry_combined    0.005",5616.764965563056
"JSD, SD=100    missing_entry_combined    0.01",5685.500718589503
"JSD, SD=100    missing_entry_combined    0.05",6264.202050002455
"JSD, SD=100    missing_entry_combined    0.1",6986.401699880098
"JSD, SD=100    missing_entry_combined    0.5",12748.029129500093
"JSD, SD=100    missing_entry_no_denoising    0.001",19.951137138656925
"JSD, SD=100    missing_entry_no_denoising    0.005",99.75568569328463
"JSD, SD=100    missing_entry_no_denoising    0.01",199.5113713865693
"JSD, SD=100    missing_entry_no_denoising    0.05",997.5568569328465
"JSD, SD=100    missing_entry_no_denoising    0.1",1995.113713865693
"JSD, SD=100    missing_entry_no_denoising    0.5",9975.568569328465
"JSD, SD=100    rows    100",55.55854327860878
"JSD, SD=100    rows    1000",553.5942655281023
"JSD, SD=100    rows    100000",55436.42995295358
"JSD, SD=100    rows    1000000",554291.9786181566
"JSDu, SD=100    activation_types    ['relu']",5543.735920517186
"JSDu, SD=100    activation_types    ['relu', 'relu', 'relu', 'relu', 'relu']",5543.179654562629
"JSDu, SD=100    activation_types    ['sin', 'cos', 'linear']",5541.436007806852
"JSDu, SD=100    activation_types    ['sin', 'cos', 'linear', 'relu', 'sigmoid']",5543.235091634958
"JSDu, SD=100    input_layer_type    dense",5547.290202239285
"JSDu, SD=100    input_layer_type    gaussian_dropout",5539.350009177368
"JSDu, SD=100    input_layer_type    sqrt_softmax",5542.483914638254
"JSDu, SD=100    input_layer_type    gaussian_kernel",5548.810419870735
"JSDu, SD=100    input_layer_type    CNN",5540.217081244768
"JSDu, SD=100    input_layer_type    VAE",5535.998949089271
"JSDu, SD=100    encoding_dim    2",5544.788079113907
"JSDu, SD=100    encoding_dim    3",5543.614605270583
"JSDu, SD=100    encoding_dim    6",5549.716268176175
"JSDu, SD=100    hidden_layers    5",5540.959671382803
"JSDu, SD=100    hidden_layers    7",5550.05680298365
"JSDu, SD=100    hidden_layers    9",5540.396347864269
"JSDu, SD=100    hidden_layers    27",5545.77342891222
"JSDu, SD=100    activity_regularizer    ",5538.230373349192
"JSDu, SD=100    activity_regularizer    L2, 0.01",5545.744207438387
"JSDu, SD=100    activity_regularizer    L1, 0.01",5543.663155671481
"JSDu, SD=100    activity_regularizer    L1, 10^-4",5553.11771210135
"JSDu, SD=100    sigma    0.005",1825.6205359370165
"JSDu, SD=100    sigma    0.01",3292.6305745281743
"JSDu, SD=100    sigma    0.05",9533.251733244217
"JSDu, SD=100    sigma    0.1",12747.986706731313
"JSDu, SD=100    sigma    0.2",15568.289294325112
"JSDu, SD=100    BN_size    2",3697.069464956225
"JSDu, SD=100    BN_size    4",7385.012157713381
"JSDu, SD=100    BN_size    5",9230.797637234196
"JSDu, SD=100    gaussian_noise_sigma    lambda SD, 0.01",5546.904923595159
"JSDu, SD=100    gaussian_noise_sigma    lambda SD, 0.02",5538.245191364714
"JSDu, SD=100    gaussian_noise_sigma    lambda SD, 0.05",5540.734809641585
"JSDu, SD=100    gaussian_noise_sigma    lambda SD, 0.1",5546.399831532415
"JSDu, SD=100    gaussian_noise_sigma    lambda SD, 0.2",5544.370222791496
"JSDu, SD=100    gaussian_noise_sigma    lambda SD, (0.01 over SD) cdot 100",5544.014181914097
"JSDu, SD=100    gaussian_noise_sigma    lambda SD, (0.02 over SD) cdot 100",5545.493961281817
"JSDu, SD=100    gaussian_noise_sigma    lambda SD, (0.05 over SD) cdot 100",5541.317325701236
"JSDu, SD=100    gaussian_noise_sigma    lambda SD, (0.1 over SD) cdot 100",5544.244448152338
"JSDu, SD=100    gaussian_noise_sigma    lambda SD, (0.2 over SD) cdot 100",5542.601226032877
"JSDu, SD=100    missing_entry    0.001",19.951137138656925
"JSDu, SD=100    missing_entry    0.005",99.75568569328463
"JSDu, SD=100    missing_entry    0.01",199.51137138656927
"JSDu, SD=100    missing_entry    0.05",997.5568569328465
"JSDu, SD=100    missing_entry    0.1",1995.113713865693
"JSDu, SD=100    missing_entry    0.5",9975.568569328463
"JSDu, SD=100    missing_entry_combined    0.001",5557.018518499806
"JSDu, SD=100    missing_entry_combined    0.005",5613.3763259117
"JSDu, SD=100    missing_entry_combined    0.01",5687.7231450784975
"JSDu, SD=100    missing_entry_combined    0.05",6260.037804742024
"JSDu, SD=100    missing_entry_combined    0.1",6984.0775722019025
"JSDu, SD=100    missing_entry_combined    0.5",12745.937454488758
"JSDu, SD=100    missing_entry_no_denoising    0.001",19.951137138656925
"JSDu, SD=100    missing_entry_no_denoising    0.005",99.75568569328463
"JSDu, SD=100    missing_entry_no_denoising    0.01",199.51137138656924
"JSDu, SD=100    missing_entry_no_denoising    0.05",997.5568569328464
"JSDu, SD=100    missing_entry_no_denoising    0.1",1995.1137138656927
"JSDu, SD=100    missing_entry_no_denoising    0.5",9975.568569328463
"JSDu, SD=100    rows    100",55.30395172558513
"JSDu, SD=100    rows    1000",554.4801363045906
"JSDu, SD=100    rows    100000",55448.05709768231
"JSDu, SD=100    rows    1000000",554338.728837276
