"JSDu, surgical_case_durations NO_ADDED_NOISE    sigma    0",2.620267404631401e-27,2.620267404631401e-27,2.620267404631401e-27,2.620267404631401e-27,2.4492241130127143e-27,2.4492241130127143e-27
"JSDu, LBP RA NO_ADDED_NOISE    sigma    0",3.0190972915865882e-31,3.0190972915865882e-31,3.0190972915865882e-31,3.0190972915865882e-31,1.689954317500875e-29,1.689954317500875e-29
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=4    sigma    0",0.0,0.0,0.0,0.0,0.0,0.0
"JSDu, LBP RA NO_ADDED_NOISE SD=4    sigma    0",0.0,0.0,0.0,0.0,0.0,0.0
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=100    sigma    0",1.7543390757658617e-27,1.7543390757658617e-27,1.7543390757658617e-27,1.7543390757658617e-27,2.29206483302207e-27,2.29206483302207e-27
"JSDu, LBP RA NO_ADDED_NOISE SD=100    sigma    0",1.5796008527314508e-28,1.5796008527314508e-28,1.5796008527314508e-28,1.5796008527314508e-28,2.7588275767793077e-28,2.7588275767793077e-28
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE    sigma    0",2.620267404631401e-27,2.620267404631401e-27,2.620267404631401e-27,2.620267404631401e-27,2.4492241130127143e-27,2.4492241130127143e-27
"Wassersteinu, LBP RA NO_ADDED_NOISE    sigma    0",3.0190972915865882e-31,3.0190972915865882e-31,3.0190972915865882e-31,3.0190972915865882e-31,1.689954317500875e-29,1.689954317500875e-29
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE SD=4    sigma    0",0.0,0.0,0.0,0.0,0.0,0.0
"Wassersteinu, LBP RA NO_ADDED_NOISE SD=4    sigma    0",0.0,0.0,0.0,0.0,0.0,0.0
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE SD=100    sigma    0",1.7543390757658617e-27,1.7543390757658617e-27,1.7543390757658617e-27,1.7543390757658617e-27,2.29206483302207e-27,2.29206483302207e-27
"Wassersteinu, LBP RA NO_ADDED_NOISE SD=100    sigma    0",1.5796008527314508e-28,1.5796008527314508e-28,1.5796008527314508e-28,1.5796008527314508e-28,2.7588275767793077e-28,2.7588275767793077e-28
"JSD, surgical_case_durations    sigma    0.005",145.1959464144152,146.53167942268047,147.2985048890981,147.00991738003376,146.8302770467935,146.45051875846573
"JSD, surgical_case_durations    sigma    0.01",434.28762550082354,430.0507204205695,431.1460695865588,436.5939210430177,430.1279976865096,434.2874625467239
"JSD, surgical_case_durations    sigma    0.02",1117.2344281289986,1127.040281334028,1115.5758219286765,1128.206900662366,1135.586450653453,1106.578660574568
"JSD, surgical_case_durations    sigma    0.05",2514.0992602793713,2511.3167878040636,2549.18327445475,2521.596258525203,2544.545132936648,2537.9709786848025
"JSD, surgical_case_durations    sigma    0.1",3367.4563314650313,3390.162384818024,3396.2222409189862,3380.270737156156,3426.0923181981407,3412.2134284955905
"JSD, surgical_case_durations    sigma    0.2",3950.73353940338,3947.5373180661463,3963.9885932927205,3984.367384942467,3967.141593185974,3956.016572650629
"JSD, surgical_case_durations    missing_entry    0.001",2.585844557445294,5.017990279798497,3.7386846796263575,3.7685194666554436,3.6399733096021016,4.6784953109108915
"JSD, surgical_case_durations    missing_entry    0.005",21.11042193027949,16.154167425713403,20.804466999892217,21.126325850307065,19.70098317215869,18.532543816569486
"JSD, surgical_case_durations    missing_entry    0.01",36.734968419895,34.615225440086206,38.930694660321436,34.552579315161886,35.349466623629624,37.272877154216474
"JSD, surgical_case_durations    missing_entry    0.05",206.0774404335748,194.92102744107837,193.67234537517876,196.88772739288154,197.99272543402407,198.47027133970468
"JSD, surgical_case_durations    missing_entry    0.1",383.7240746351739,384.6065113822766,376.47557585832567,383.0834134720134,382.4947546179759,384.22790692422655
"JSD, surgical_case_durations    missing_entry    0.5",1955.823360240352,1959.1495721149881,1953.936732532381,1949.6242157926167,1963.3151300679417,1957.793851283919
"JSD, surgical_case_durations    missing_entry_combined    0.001",1128.0828682696874,1129.8821522109458,1126.6379957779238,1125.7212953805472,1127.1722859739618,1119.8802720282429
"JSD, surgical_case_durations    missing_entry_combined    0.005",1151.5595579620353,1159.5847134643645,1120.7827424049706,1131.4906835505096,1122.069015813556,1141.5257277246924
"JSD, surgical_case_durations    missing_entry_combined    0.01",1141.3842910917456,1148.070445051134,1138.9226953764276,1154.8893611469427,1161.2409913362396,1150.1836544750836
"JSD, surgical_case_durations    missing_entry_combined    0.05",1260.602332093846,1263.9037086076953,1256.077901398593,1268.0976012886072,1270.398146205534,1247.8214200700372
"JSD, surgical_case_durations    missing_entry_combined    0.1",1405.0686661037835,1404.438711373388,1413.6230234532165,1396.4394088285828,1386.9921501847994,1401.2056456508917
"JSD, surgical_case_durations    missing_entry_combined    0.5",2520.2467828468602,2522.3366172069136,2524.065849608079,2500.9313869009966,2536.446535696801,2511.7603654674413
"JSDu, surgical_case_durations    sigma    0.005",146.20303843634977,144.3545983791053,148.2233326000731,148.40230013043708,145.37946554644085,145.36839004907205
"JSDu, surgical_case_durations    sigma    0.01",432.7708476146832,430.95150920823454,431.2496217461206,431.99412516127904,429.65161232278865,429.49735613002434
"JSDu, surgical_case_durations    sigma    0.02",1120.6863734782207,1114.5918182461257,1116.6907133995578,1122.438098317973,1120.2358768184888,1119.1015580846083
"JSDu, surgical_case_durations    sigma    0.05",2492.236897116829,2524.8374400478206,2531.3903231775294,2539.7746903412576,2537.590397682785,2534.878465765557
"JSDu, surgical_case_durations    sigma    0.1",3381.731601712188,3396.6049186223213,3423.600670615699,3430.324383648736,3401.011815050393,3419.851464982941
