"CCE, SD=4    training_method    supervised",28.19586542296703,29.018162272712672,27.007269160685425,27.286427652195073,27.382223033220455,27.80355006071713,27.183808361469346,27.347735156063223
"CCE, SD=4    training_method    supervised_2_percent",9.103192892081424,11.840075439467867,5.713522545257348,13.03887430823714,11.44998454932761,16.55758069656261,12.432660147724135,11.815563359098348
"CCE, SD=4    training_method    semi",25.15586936316589,21.49429882183516,24.618664137289002,22.9874634238827,23.244478745076393,20.335599140616637,21.827280903311248,26.60189176297783
"CCE, SD=4    training_method    semi_sup_first",-6.4446989618773785,-7.91405735785402,-7.329900235792493,-5.3286410427707835,-6.609175744861915,-5.387381739667902,-5.926723924151119,-7.14651648580454
"CCE, SD=4    training_method    semi_mixed",-4.975911306078672,-3.5431346189610906,-3.485232047351971,-2.9255634102050294,-4.328476044728717,-3.263288482185075,-3.3517965534419716,-3.7687158518912867
"CCE, SD=4    training_method    unsupervised",-5.3699110102894565,-5.866657072174959,-7.425808586331414,-7.087609441133935,-7.360327598294134,-6.036782098152045,-6.557793310036857,-6.1411310431485475
"CCE, SD=4    labeled_data_percentage    99",27.369149795494778,28.491193170258384,25.684252881281154,27.75224480342615,26.58443223637073,27.02790882473154,27.806483719800696,27.68855681603401
"CCE, SD=4    labeled_data_percentage    50",26.603222643204774,26.188507158216865,27.541001810614517,27.934244500098856,27.47503429152114,26.18525458832046,26.353589098191378,26.517889301024653
"CCE, SD=4    labeled_data_percentage    20",25.25019427420385,28.24288534529505,26.929867977977594,26.80539774419718,24.738142643491557,26.06425815348419,29.39809879845494,22.695928600432808
"CCE, SD=4    labeled_data_percentage    10",25.39185800411552,24.213702211089753,25.723461099987745,26.409294468668236,23.913127223457437,26.995868776928944,25.89878431699323,26.84026270793437
"CCE, SD=4    labeled_data_percentage    5",26.809281701778644,25.557015976359153,28.591925211421312,24.99398247912326,26.157351454046093,22.840543406357952,25.838595087613584,24.608592474808518
"CCE, SD=4    labeled_data_percentage    1",21.882535183113703,17.660867321430075,21.759143354571506,25.307160323232267,27.53144725840211,24.618678284065012,21.265055289246803,20.651098658322255
"CCE, SD=4    labeled_data_percentage    0.5",18.287847608770818,19.108899194565893,13.790425445601429,11.511039690929735,19.770265872406398,19.776984266274326,15.654319892817853,25.471759224832695
"CCE, SD=4    labeled_data_percentage    0.25",10.380670053097987,6.339754326973065,9.559948098308567,17.788885686114597,-1.0972880493325619,13.095762585285414,11.141099846069139,10.617433458645706
"CCE, SD=4    labeled_data_percentage    0.125",5.3330530085561065,-2.729179034548011,-11.677079626990945,-16.00903738370792,1.8964725912451144,-11.201036049616505,5.439146623367279
"CCE, SD=4    labeled_data_percentage    0.05",-106.66459163405031,-78.1617520626971,-47.23485815956272,-34.82458614407943,-43.75820245264279,-8.796747326377854,-44.87823179290598
"CCE, SD=4    labeled_data_percentage    0.01",-90.51889532772557,-172.78725233185781,-122.76853355262,-250.095625033614,-131.7962619832088,-197.4488018518178,-105.57292897101959
"CCE, SD=4    sampling_density    15",93.37768249446906,93.74031546878717,93.79131242186459,93.01641767498361,92.75255789282922,93.96138458750481,94.75271047189759
"CCE, SD=4    sampling_density    25",92.61156426221049,94.9377043779289,94.66514019644818,95.58082373630634,93.33529916141488,91.07432757837611,89.26021827218004
"CCE, SD=4    sampling_density    50"
"CCE, SD=4    sampling_density    100"
"CCE, SD=4    sampling_density    150"
"CCE, SD=4    sampling_density    300"
"JSD, SD=4    training_method    supervised",46.712837206931304,44.53666782015557,46.375908153982216,46.21934555097053,45.43120345348113,45.72648971662452,45.839089434711404
"JSD, SD=4    training_method    supervised_2_percent",19.141964791995193,23.494738125821016,21.243395171246178,16.013134953004297,11.756067951712453,17.905987539177374,22.335485173908594
"JSD, SD=4    training_method    semi",35.25564905270265,38.965006132208075,40.835590525841894,40.187462033111544,38.74705222692355,39.704878830832904,40.956263100168066
"JSD, SD=4    training_method    semi_sup_first",6.651130630175032,7.669770011677969,8.485703065739528,8.730907325971813,8.298405985243832,6.078425730182374,8.034529727284635
"JSD, SD=4    training_method    semi_mixed",11.883511491606342,11.249306397928066,11.010461116019556,11.59567464231121,11.262242064751106,10.258221188432415,11.27429233753712
"JSD, SD=4    training_method    unsupervised",8.444439088429732,7.21667578732341,7.547950438903484,9.359215575649188,8.183664289505586,7.948990168379083,8.314740371135969
"JSD, SD=4    activation_types    ['relu']",-29.972981098333065,-15.793931196058764,-15.49488002601062,-128.79588502786052,-44.4798416991905,-29.243398087522394,5.229885786719763
"JSD, SD=4    activation_types    ['relu', 'relu', 'relu', 'relu', 'relu']",41.04664837938842,37.44347784814957,38.92034084550983,37.73318520179076,38.746072501795474,39.39192327412374,39.808778596118586
"JSD, SD=4    activation_types    ['sin', 'cos', 'linear']",39.81645086886466,39.829330657425245,39.0641578944914,40.45552804468857,42.045991140837856,40.96943991563922,40.27073490923402
"JSD, SD=4    activation_types    ['sin', 'cos', 'linear', 'relu', 'sigmoid']",38.189634254313304,40.765621305393644,40.13548187037016,41.44756887500276,39.293216208492495,42.162186639769416,39.90764336201308
"JSD, SD=4    input_layer_type    dense",35.38014955386706,33.40212971465013,32.602970150688165,27.077836611821397,36.27977827404124,33.21482211878174,25.829305237864773
"JSD, SD=4    input_layer_type    gaussian_dropout",38.11617687142034,32.18439721313983,30.003059746159067,33.568841969565725,32.07856562376277,34.642706220523934,38.66417514066026
"JSD, SD=4    input_layer_type    sqrt_softmax",33.7878750462347,38.578301917935384,39.09355029499633,34.95621092466078,38.75843176465817,36.752513100284354,35.856593642803105
